#     BLOCK:           ACTUAL_P:              P_AVE:              ERROR:
         322             7.53923             7.63775              0.0405
         323             7.34307             7.63684           0.0403849
         324             7.22748             7.63558             0.04028
         325             7.23766             7.63435           0.0401747
         326             7.02688             7.63249           0.0400946
         327             7.27257             7.63139           0.0399871
         328             7.29944             7.63038            0.039878
         329             7.45494             7.62984           0.0397604
         330             7.37233             7.62906           0.0396476
         331             7.18533             7.62772           0.0395504
         332              7.1082             7.62616           0.0394622
         333             7.04321             7.62441           0.0393826
         334             6.84817             7.62208           0.0393332
         335             6.94529             7.62006           0.0392676
         336             6.57332             7.61695           0.0392741
         337             7.06831             7.61532           0.0391913
         338             6.73848             7.61272           0.0391611
         339             6.99083             7.61089           0.0390885
         340             7.26054             7.60986           0.0389871
         341              7.4997             7.60954           0.0388742
         342             7.46333             7.60911           0.0387628
         343             7.35213             7.60836           0.0386571
         344             7.31398              7.6075           0.0385542
         345             7.37383             7.60683           0.0384484
         346             7.36765             7.60613           0.0383435
         347             7.18425             7.60492           0.0382522
         348             6.97202              7.6031           0.0381855
         349              7.3411             7.60235           0.0380835
         350              7.4971             7.60205           0.0379759
         351             7.43611             7.60158           0.0378706
         352             7.32099             7.60078           0.0377714
         353             7.43569             7.60031           0.0376673
         354             7.54916             7.60017           0.0375612
         355             7.35146             7.59947           0.0374619
         356             7.35727             7.59879           0.0373628
         357             7.07319             7.59731           0.0372872
         358             7.32578             7.59656           0.0371907
         359             7.81027             7.59715           0.0370919
         360             7.92768             7.59807           0.0370002
         361             7.87163             7.59883           0.0369055
         362             7.92116             7.59972           0.0368143
         363             7.72178             7.60005           0.0367144
         364             7.78096             7.60055           0.0366169
         365             7.85878             7.60126           0.0365234
         366             7.77485             7.60173           0.0364267
         367             7.91541             7.60259           0.0363375
         368             7.85338             7.60327           0.0362451
         369             7.63992             7.60337            0.036147
         370             7.35851             7.60271           0.0360554
         371             6.92936             7.60089           0.0360039
         372             7.47373             7.60055           0.0359087
         373             7.50181             7.60028           0.0358134
         374             7.64929             7.60042           0.0357179
         375             7.58189             7.60037           0.0356227
         376             7.86667             7.60107            0.035535
         377             7.71447             7.60137            0.035442
         378             7.82269             7.60196           0.0353531
         379             7.32233             7.60122           0.0352675
         380             7.06531             7.59981           0.0352029
         381             7.17412             7.59869           0.0351282
         382             7.38614             7.59814           0.0350406
         383             7.03244             7.59666           0.0349803
         384             6.79795             7.59458            0.034951
         385             7.10822             7.59332            0.034883
         386             6.73733              7.5911           0.0348631
         387             7.10221             7.58984           0.0347958
         388              6.9885             7.58829           0.0347407
         389             7.20751             7.58731           0.0346651
         390             7.48407             7.58704           0.0345773
         391             7.61358             7.58711           0.0344889
         392             7.47764             7.58683           0.0344021
         393             7.21509             7.58589           0.0343275
         394             7.11321             7.58469           0.0342613
         395             6.97281             7.58314           0.0342096
         396             7.26933             7.58235           0.0341324
         397              7.3151             7.58167           0.0340531
         398             7.19492              7.5807           0.0339814
         399             7.19422             7.57973             0.03391
         400             6.97293             7.57821           0.0338591
         401             7.15645             7.57716            0.033791
         402              6.8437             7.57534           0.0337562
         403             6.80387             7.57342           0.0337267
         404             6.87801              7.5717           0.0336871
         405             7.26713             7.57095           0.0336123
         406             7.23635             7.57013           0.0335396
         407             7.20445             7.56923           0.0334692
         408             7.76007              7.5697           0.0333905
         409             7.46538             7.56944           0.0333098
         410              7.2532             7.56867           0.0332375
         411             7.31656             7.56806           0.0331623
         412             7.92817             7.56893           0.0330933
         413             7.36384             7.56843           0.0330169
         414             7.06279             7.56721           0.0329597
