#     BLOCK:          ACTUAL_KE:             KE_AVE:              ERROR:
           1             3.03879             3.03879                   0
           2             3.05604             3.04742          0.00610015
           3             3.03812             3.04432          0.00478895
           4             3.27757             3.10263            0.050627
           5             3.81146              3.2444             0.13311
