#       TEMPERATURE:                 MU:              SIGMA:             AVE_LE:              ERROR:         ACCEPTANCE:      LAST_X_WALKER:
                 1.5            -1.60541            0.608843             3.35999            0.067081            0.813333            -1.33875
               1.425            -1.60807            0.566607             3.23115           0.0645388                   1            -1.21042
             1.35375            -1.54587            0.609025             2.67042           0.0533493                0.92              -1.842
             1.28606            -1.55184            0.596203             2.68333           0.0536135            0.893333            -1.86977
             1.22176            -1.47855            0.593937             1.96508           0.0393261            0.986667           -0.742835
             1.16067            -1.44082            0.560409             1.46762            0.029285            0.973333            -1.09237
             1.10264            -1.41385            0.600973             1.44815            0.029135            0.986667            -1.10616
             1.04751            -1.43802            0.604308             1.66309           0.0334306            0.826667            -1.51886
            0.995131            -1.49934            0.599454             1.64489           0.0329228            0.773333            -1.87576
            0.945374            -1.47101             0.58913             1.88371           0.0377086                   1            -1.39894
            0.898105            -1.47377             0.59714             2.01783           0.0404659            0.933333            -1.97219
              0.8532              -1.474            0.588097             1.87051           0.0374579            0.986667             1.97191
             0.81054            -1.45407            0.588732             1.69354           0.0339125                   1             1.33171
            0.770013            -1.38457            0.568895             1.13672           0.0228858            0.986667            -1.33407
            0.731512            -1.39557            0.550141             1.16558           0.0233033                0.96           -0.973168
            0.694937            -1.37769             0.55939              1.0878           0.0218442                0.92             2.01208
             0.66019            -1.41941            0.551824             1.37409           0.0275874            0.786667            -1.39215
            0.627181            -1.46561             0.56576              1.7439            0.034991                0.84             1.63143
            0.595821            -1.43871            0.547266             1.51208            0.030196            0.733333           -0.696073
             0.56603            -1.36077            0.537271            0.980104           0.0195888                0.96            0.840689
            0.537729            -1.32503            0.502307            0.751936           0.0150726            0.946667             0.91813
            0.510842            -1.30322            0.496411            0.627675           0.0125281                   1           -0.779261
              0.4853            -1.18288            0.513949            0.185027           0.0039079                   1            0.537917
            0.461035            -1.17206            0.565468            0.155039          0.00344449            0.893333            -1.54058
            0.437984            -1.19218            0.570473            0.208762          0.00438842                0.88            -1.23837
            0.416084            -1.15924            0.574821            0.118605            0.002884            0.946667            -1.12982
             0.39528            -1.12599              0.5665          0.00555256          0.00115713                0.92             1.04831
            0.375516            -1.13042            0.579368          0.00519156          0.00129973            0.933333           -0.259973
             0.35674            -1.10906            0.578122          -0.0340681          0.00138296                   1             1.44648
            0.338903            -1.11447            0.590227          -0.0326273          0.00161914                0.88            0.835324
            0.321958            -1.13778            0.619832           0.0603463          0.00226054            0.973333            0.180613
             0.30586            -1.12963            0.608634           0.0279975          0.00192589                   1            0.645749
            0.290567            -1.14674            0.671424           0.0317168          0.00171413            0.893333            -1.40599
