# BLOCK:       RW_SIMULATED:               STEP:                  X:                  Y:                  Z:
      72                  50                   0                   0                   0                   1
      72                  50                   1                   0                  -1                   1
      72                  50                   2                   0                   0                   1
      72                  50                   3                   1                   0                   1
      72                  50                   4                   1                   1                   1
      72                  50                   5                   1                   0                   1
      72                  50                   6                   0                   0                   1
      72                  50                   7                   1                   0                   1
      72                  50                   8                   1                   0                   2
      72                  50                   9                   1                   0                   3
      72                  50                  10                   0                   0                   3
      72                  50                  11                   0                   0                   2
      72                  50                  12                   1                   0                   2
      72                  50                  13                   1                   1                   2
      72                  50                  14                   1                   2                   2
      72                  50                  15                   0                   2                   2
      72                  50                  16                   0                   1                   2
      72                  50                  17                   0                   0                   2
      72                  50                  18                   0                   0                   1
      72                  50                  19                  -1                   0                   1
      72                  50                  20                  -1                   0                   2
      72                  50                  21                  -1                   0                   3
      72                  50                  22                   0                   0                   3
      72                  50                  23                   1                   0                   3
      72                  50                  24                   0                   0                   3
      72                  50                  25                   0                   0                   2
      72                  50                  26                  -1                   0                   2
      72                  50                  27                  -2                   0                   2
      72                  50                  28                  -2                   0                   3
      72                  50                  29                  -2                   1                   3
      72                  50                  30                  -1                   1                   3
      72                  50                  31                  -1                   2                   3
      72                  50                  32                  -1                   3                   3
      72                  50                  33                  -1                   3                   4
      72                  50                  34                  -2                   3                   4
      72                  50                  35                  -2                   3                   5
      72                  50                  36                  -2                   3                   6
      72                  50                  37                  -2                   3                   5
      72                  50                  38                  -3                   3                   5
      72                  50                  39                  -3                   3                   6
      72                  50                  40                  -3                   2                   6
      72                  50                  41                  -3                   2                   5
      72                  50                  42                  -3                   2                   4
      72                  50                  43                  -3                   1                   4
      72                  50                  44                  -3                   1                   3
      72                  50                  45                  -3                   1                   4
      72                  50                  46                  -2                   1                   4
      72                  50                  47                  -2                   2                   4
      72                  50                  48                  -2                   1                   4
      72                  50                  49                  -2                   2                   4
      72                  50                  50                  -2                   1                   4
      72                  50                  51                  -2                   1                   5
      72                  50                  52                  -2                   1                   4
      72                  50                  53                  -1                   1                   4
      72                  50                  54                  -2                   1                   4
      72                  50                  55                  -2                   1                   5
      72                  50                  56                  -3                   1                   5
      72                  50                  57                  -3                   1                   4
      72                  50                  58                  -3                   1                   5
      72                  50                  59                  -3                   1                   4
      72                  50                  60                  -3                   1                   3
      72                  50                  61                  -4                   1                   3
      72                  50                  62                  -4                   2                   3
      72                  50                  63                  -4                   2                   2
      72                  50                  64                  -4                   2                   1
      72                  50                  65                  -4                   1                   1
      72                  50                  66                  -4                   2                   1
      72                  50                  67                  -4                   3                   1
      72                  50                  68                  -4                   3                   0
      72                  50                  69                  -4                   3                   1
      72                  50                  70                  -3                   3                   1
      72                  50                  71                  -3                   4                   1
      72                  50                  72                  -3                   5                   1
      72                  50                  73                  -3                   4                   1
      72                  50                  74                  -3                   5                   1
      72                  50                  75                  -3                   5                   2
      72                  50                  76                  -3                   6                   2
      72                  50                  77                  -4                   6                   2
      72                  50                  78                  -5                   6                   2
      72                  50                  79                  -5                   5                   2
      72                  50                  80                  -5                   5                   1
      72                  50                  81                  -4                   5                   1
      72                  50                  82                  -4                   4                   1
      72                  50                  83                  -4                   4                   0
      72                  50                  84                  -4                   3                   0
      72                  50                  85                  -4                   3                   1
      72                  50                  86                  -3                   3                   1
      72                  50                  87                  -4                   3                   1
      72                  50                  88                  -3                   3                   1
      72                  50                  89                  -3                   3                   2
      72                  50                  90                  -3                   3                   3
      72                  50                  91                  -2                   3                   3
      72                  50                  92                  -2                   3                   2
      72                  50                  93                  -2                   2                   2
      72                  50                  94                  -2                   3                   2
      72                  50                  95                  -3                   3                   2
      72                  50                  96                  -3                   2                   2
      72                  50                  97                  -3                   2                   1
      72                  50                  98                  -3                   2                   0
      72                  50                  99                  -3                   3                   0
