# BLOCK:       RW_SIMULATED:               STEP:                  X:                  Y:                  Z:
      33                  50                   0                   0                   0                   1
      33                  50                   1                   0                   0                   0
      33                  50                   2                   0                   0                   1
      33                  50                   3                  -1                   0                   1
      33                  50                   4                  -1                   0                   0
      33                  50                   5                  -2                   0                   0
      33                  50                   6                  -2                   0                   1
      33                  50                   7                  -2                   0                   0
      33                  50                   8                  -3                   0                   0
      33                  50                   9                  -3                  -1                   0
      33                  50                  10                  -3                  -2                   0
      33                  50                  11                  -4                  -2                   0
      33                  50                  12                  -4                  -2                  -1
      33                  50                  13                  -3                  -2                  -1
      33                  50                  14                  -3                  -3                  -1
      33                  50                  15                  -2                  -3                  -1
      33                  50                  16                  -1                  -3                  -1
      33                  50                  17                  -1                  -4                  -1
      33                  50                  18                  -2                  -4                  -1
      33                  50                  19                  -3                  -4                  -1
      33                  50                  20                  -3                  -3                  -1
      33                  50                  21                  -3                  -4                  -1
      33                  50                  22                  -3                  -4                  -2
      33                  50                  23                  -3                  -5                  -2
      33                  50                  24                  -2                  -5                  -2
      33                  50                  25                  -2                  -5                  -3
      33                  50                  26                  -3                  -5                  -3
      33                  50                  27                  -3                  -4                  -3
      33                  50                  28                  -4                  -4                  -3
      33                  50                  29                  -4                  -5                  -3
      33                  50                  30                  -4                  -5                  -4
      33                  50                  31                  -4                  -6                  -4
      33                  50                  32                  -4                  -6                  -5
      33                  50                  33                  -4                  -6                  -4
      33                  50                  34                  -3                  -6                  -4
      33                  50                  35                  -3                  -6                  -5
      33                  50                  36                  -3                  -7                  -5
      33                  50                  37                  -3                  -7                  -4
      33                  50                  38                  -3                  -6                  -4
      33                  50                  39                  -3                  -6                  -5
      33                  50                  40                  -4                  -6                  -5
      33                  50                  41                  -4                  -7                  -5
      33                  50                  42                  -4                  -6                  -5
      33                  50                  43                  -5                  -6                  -5
      33                  50                  44                  -5                  -6                  -6
      33                  50                  45                  -5                  -7                  -6
      33                  50                  46                  -4                  -7                  -6
      33                  50                  47                  -3                  -7                  -6
      33                  50                  48                  -3                  -7                  -7
      33                  50                  49                  -3                  -8                  -7
      33                  50                  50                  -3                  -9                  -7
      33                  50                  51                  -3                  -9                  -6
      33                  50                  52                  -4                  -9                  -6
      33                  50                  53                  -4                  -9                  -5
      33                  50                  54                  -5                  -9                  -5
      33                  50                  55                  -5                  -9                  -6
      33                  50                  56                  -5                 -10                  -6
      33                  50                  57                  -5                 -11                  -6
      33                  50                  58                  -5                 -11                  -5
      33                  50                  59                  -5                 -11                  -6
      33                  50                  60                  -5                 -11                  -5
      33                  50                  61                  -5                 -12                  -5
      33                  50                  62                  -6                 -12                  -5
      33                  50                  63                  -6                 -12                  -6
      33                  50                  64                  -5                 -12                  -6
      33                  50                  65                  -5                 -12                  -7
      33                  50                  66                  -5                 -12                  -8
      33                  50                  67                  -4                 -12                  -8
      33                  50                  68                  -4                 -12                  -9
      33                  50                  69                  -4                 -12                 -10
      33                  50                  70                  -4                 -12                  -9
      33                  50                  71                  -4                 -12                  -8
      33                  50                  72                  -5                 -12                  -8
      33                  50                  73                  -5                 -13                  -8
      33                  50                  74                  -4                 -13                  -8
      33                  50                  75                  -4                 -13                  -7
      33                  50                  76                  -3                 -13                  -7
      33                  50                  77                  -2                 -13                  -7
      33                  50                  78                  -2                 -14                  -7
      33                  50                  79                  -2                 -13                  -7
      33                  50                  80                  -2                 -12                  -7
      33                  50                  81                  -3                 -12                  -7
      33                  50                  82                  -3                 -12                  -8
      33                  50                  83                  -2                 -12                  -8
      33                  50                  84                  -2                 -12                  -7
      33                  50                  85                  -3                 -12                  -7
      33                  50                  86                  -3                 -13                  -7
      33                  50                  87                  -3                 -14                  -7
      33                  50                  88                  -2                 -14                  -7
      33                  50                  89                  -1                 -14                  -7
      33                  50                  90                  -1                 -13                  -7
      33                  50                  91                   0                 -13                  -7
      33                  50                  92                   0                 -13                  -6
      33                  50                  93                  -1                 -13                  -6
      33                  50                  94                  -2                 -13                  -6
      33                  50                  95                  -2                 -14                  -6
      33                  50                  96                  -2                 -13                  -6
      33                  50                  97                  -3                 -13                  -6
      33                  50                  98                  -3                 -14                  -6
      33                  50                  99                  -3                 -15                  -6
