#       TEMPERATURE:                 MU:              SIGMA:             AVE_LE:              ERROR:         ACCEPTANCE:      LAST_X_WALKER:
                 1.5            0.449668            0.597726           -0.103718           0.0024544            0.986667           -0.822105
               1.425            0.470244            0.591487           -0.129504          0.00279267                   1            0.473986
             1.35375             0.42283            0.622604          -0.0778658          0.00208132            0.946667           0.0682557
             1.28606            0.476761            0.641464           -0.172039          0.00351651            0.986667           -0.779365
             1.22176            0.501997            0.656497           -0.209248          0.00426825                   1          -0.0807692
             1.16067            0.473825            0.689674           -0.200312          0.00410799                   1            0.128999
             1.10264            0.479408            0.678568           -0.209459          0.00431753                   1           -0.515274
             1.04751            0.585517             0.62675           -0.306222          0.00611447                   1            0.329125
            0.995131            0.517641            0.612974           -0.209721          0.00429162                0.96            0.876689
            0.945374            0.524972            0.637044           -0.249644          0.00503123                   1            0.167474
            0.898105            0.482238            0.613208           -0.180318          0.00371321                0.96           -0.183914
              0.8532            0.537908             0.59406           -0.220905          0.00446069                   1               1.058
             0.81054            0.543965            0.579727           -0.223594          0.00449494            0.946667           -0.256843
            0.770013            0.629896            0.587928           -0.339326          0.00675507                   1            0.151515
            0.731512            0.601425            0.612248           -0.312314          0.00621542            0.986667           0.0836487
            0.694937            0.610963            0.605923           -0.327882          0.00653088                   1             1.40183
             0.66019            0.707711             0.60824            -0.41138          0.00816462                   1            0.981488
            0.627181            0.734845            0.624221           -0.430799          0.00854342                   1           -0.831495
            0.595821            0.743767            0.645176           -0.423378          0.00840402                   1            -1.07028
             0.56603            0.746364              0.6767            -0.41669          0.00827474                   1            -1.32835
            0.537729            0.846185            0.695573           -0.382425           0.0076489            0.973333             1.46302
            0.510842            0.842623            0.658123           -0.423822          0.00843853            0.986667           -0.958095
              0.4853            0.930268            0.661476           -0.341753            0.006875            0.973333            0.468282
            0.461035            0.935199             0.61667           -0.374018           0.0074639                   1            0.951889
            0.437984            0.931203            0.600681           -0.371125           0.0073769                0.96           -0.914344
            0.416084            0.844656            0.598654           -0.437361          0.00867191                   1            -1.15469
             0.39528            0.793169             0.55148           -0.406381          0.00807927            0.973333           -0.136203
            0.375516             0.78908            0.583504           -0.431704          0.00856701                   1            0.428575
             0.35674            0.800927            0.602158           -0.448586          0.00889674                   1             -1.5787
            0.338903            0.832867            0.606206           -0.436185          0.00865874            0.986667            0.616054
            0.321958            0.831462            0.598707           -0.436215          0.00866461                   1            0.291462
             0.30586            0.853385            0.617966           -0.427301          0.00848673            0.946667           0.0307135
            0.290567            0.811531            0.617451           -0.447677          0.00887919                   1            0.278071
            0.276039            0.806254            0.627693           -0.442718          0.00877581                   1            -1.33608
            0.262237            0.796548            0.624464           -0.446055          0.00885257                   1            -1.21246
            0.249125            0.809399            0.619553           -0.449174          0.00890214            0.986667           -0.288216
            0.236669             0.78116            0.651337           -0.441024            0.008763            0.946667           -0.202483
            0.224835            0.786677             0.64478           -0.442397          0.00877886                   1          -0.0452594
            0.213594            0.826495            0.621687           -0.439849           0.0087304            0.946667            -1.39524
            0.202914            0.756521            0.629458           -0.437536          0.00868437            0.933333           -0.166542
            0.192768            0.732447            0.622549            -0.42963          0.00852175            0.986667           -0.563929
             0.18313              0.7496            0.602677           -0.439097          0.00870918            0.986667            -1.41096
            0.173973            0.710189            0.600117           -0.419126          0.00831243            0.946667            0.167648
            0.165275            0.651585            0.648459           -0.369135          0.00733989            0.853333            -1.24716
            0.157011            0.755544            0.669999           -0.419117          0.00832502            0.986667            -1.75186
             0.14916             0.73882            0.641299           -0.425569          0.00845147            0.986667            -1.27146
            0.141702             0.79169            0.639904           -0.435088          0.00864139                   1           -0.374601
            0.134617            0.819982            0.636707           -0.430767          0.00856689            0.946667            0.201345
            0.127886            0.847409            0.672154           -0.422722          0.00842736            0.906667            -1.19579
            0.121492            0.871454            0.630788           -0.423016          0.00841027            0.986667           -0.929496
            0.115417            0.890212            0.654791           -0.393211          0.00785039                0.96            -1.16647
            0.109647            0.848105            0.654654           -0.428818          0.00854392            0.986667            0.774467
            0.104164            0.864898            0.673673           -0.402833          0.00802944            0.973333             1.61287
            0.098956            0.734447            0.677811           -0.405792          0.00806225                   1             1.67013
           0.0940082             0.71568            0.683311           -0.422519           0.0083865            0.786667           -0.206094
           0.0893078            0.757519            0.741957             -0.3742          0.00747435            0.853333            0.826525
           0.0848424             0.86725             0.72991           -0.336815           0.0068047            0.786667             1.70365
           0.0806003            0.862432            0.749598           -0.313463          0.00645032                0.72             0.67777
           0.0765703            0.857108            0.744383           -0.306028          0.00626678                0.92           -0.963881
           0.0727418            0.790306            0.731802           -0.375981          0.00755537            0.986667            0.139275
           0.0691047            0.814528            0.727878           -0.353297          0.00719998            0.906667           -0.242178
           0.0656495            0.824302            0.755512           -0.314218          0.00646636            0.706667             1.08644
            0.062367            0.840631            0.733605           -0.356539          0.00716302                0.72            -1.11237
           0.0592486            0.846048            0.732292           -0.334976          0.00679299                0.92            0.216922
           0.0562862            0.883836            0.710127              -0.359          0.00723218                0.84           -0.580392
           0.0534719            0.863589            0.727458           -0.365647          0.00737435            0.613333            0.768945
           0.0507983            0.870637            0.741218           -0.371819          0.00745853            0.493333            -1.72283
           0.0482584            0.874679            0.737271           -0.325129          0.00671502                0.92            0.780671
           0.0458455            0.800072            0.739553           -0.353863          0.00716073                0.92            -1.36915
           0.0435532            0.691362            0.752833           -0.353222          0.00710978                   1            -1.36697
           0.0413755            0.737132            0.728261           -0.368506          0.00744834            0.946667            0.853193
           0.0393068            0.751495            0.747463           -0.360182          0.00723053            0.906667            0.344275
           0.0373414            0.787217            0.708564           -0.385549          0.00769928                0.92           -0.149508
           0.0354743             0.73627            0.686999           -0.406374          0.00808205                0.96           -0.853244
           0.0337006            0.686307            0.668564           -0.398225          0.00790989                0.84           -0.246586
           0.0320156            0.667478            0.704119           -0.387939           0.0077141                0.76           -0.127425
           0.0304148            0.683507             0.69645           -0.384367          0.00765898                0.88            -1.25121
           0.0288941            0.602211            0.699176           -0.380315          0.00757683                0.72            -0.48583
           0.0274494            0.593169            0.693273           -0.321044          0.00641959                0.76           -0.038785
           0.0260769            0.579385            0.677638           -0.303287          0.00608592                0.68            0.120855
           0.0247731            0.595897            0.691754            -0.32296          0.00643922                0.96           0.0958232
           0.0235344            0.579162            0.698498           -0.312271          0.00625116                 0.8             1.46395
           0.0223577            0.623965            0.653982           -0.339819          0.00675805            0.986667            0.353465
           0.0212398            0.635119            0.666461           -0.357241          0.00711202            0.826667           -0.279894
           0.0201778            0.741773            0.709457           -0.399601          0.00796115            0.906667           0.0559589
           0.0191689            0.691378            0.692028           -0.389231          0.00774116            0.866667          -0.0674262
           0.0182105             0.73022            0.690832           -0.403824          0.00802852            0.946667             1.05386
              0.0173            0.772983            0.676295              -0.409          0.00818716                   1            0.140693
            0.016435            0.753798            0.677845           -0.431753          0.00856616                0.52           -0.660238
           0.0156132            0.707835               0.663           -0.408952          0.00811704            0.706667            0.872989
           0.0148325            0.711436            0.632731            -0.41774          0.00828192            0.666667            0.822341
           0.0140909            0.700555            0.625843           -0.409814          0.00813094                0.84            0.178981
           0.0133864            0.709888            0.619687           -0.412053          0.00816984                0.92            -0.34519
           0.0127171            0.707569            0.629959           -0.417606          0.00828581                   1           -0.992107
           0.0120812            0.770815            0.648677            -0.43525          0.00863291                0.96            0.932664
           0.0114771            0.786492            0.660098           -0.439222          0.00872067                0.92           -0.939389
           0.0109033            0.773043            0.641365           -0.437313          0.00867832            0.733333           -0.305562
           0.0103581            0.811002            0.651646           -0.438469           0.0087121            0.506667            0.466049
          0.00984021            0.833828            0.650524           -0.432215          0.00858493                0.56          -0.0356752
